mask,closed_border,social_restrictions,space_closures,state_of_emergency,testing_screening,mask_prior,closed_border_prior,social_restrictions_prior,space_closures_prior,state_of_emergency_prior,testing_screening_prior,New_cases,New_deaths
0,0,0,0,0,0,1,0,0,1,0,1,0.5346683935495302,1.548592921556911
0,0,0,0,0,1,1,0,1,1,0,1,1.339400238311002,0.08943857931332969
0,0,0,0,1,1,1,0,0,1,0,1,-0.2613618662005005,-3.0184403242628037
0,0,0,1,1,1,1,0,1,1,0,0,0.10783191405136863,0.2653404560643409
0,0,0,1,1,1,1,0,0,1,0,1,1.618860655098766,-0.0879247984863279
0,0,1,1,1,1,1,0,1,1,0,1,-0.15681551048451217,0.7586974161980139
0,0,0,0,0,1,1,0,1,1,0,0,-0.3831739202928188,-0.762969715228344
1,1,0,0,1,0,0,0,1,1,0,1,-0.49129417722200064,-0.9975104215280901
0,0,0,1,1,0,1,0,1,0,0,0,-0.17925125522304958,-0.993930977244486
0,0,0,0,1,1,1,0,1,1,0,1,-1.248920412576544,1.5310625807449032
0,0,1,0,1,1,1,0,0,1,0,0,0.21179649594411817,-0.9738518451278606
0,0,0,0,1,0,1,0,0,1,0,0,-0.20209419385197397,0.06978259096810324
0,0,0,0,1,0,0,0,0,1,0,0,-0.4261037987577919,0.3481909133158458
0,1,1,0,0,0,1,0,0,1,0,1,-1.7359886596550296,-1.5182064233392034
0,1,0,0,0,0,1,0,1,1,0,0,0.5065446227009307,0.8004765757572191
0,0,0,1,1,0,1,0,0,1,0,1,2.028212566252852,2.3417477161196287
0,0,0,1,0,1,1,0,1,1,0,0,-0.18727341791887261,-0.14118190277269535
0,0,0,0,0,1,1,0,1,1,0,0,-1.2754692842684503,-0.3704525960387653
0,0,0,0,1,0,1,0,0,0,0,0,-1.6277371729859804,2.3504371514824305
0,0,0,0,1,1,1,0,1,1,0,0,-1.4379376957548864,-0.7337719745970198
0,0,1,0,0,1,0,0,1,0,0,0,0.7255209628073999,0.8972897777704986
0,1,0,0,0,0,1,0,1,0,0,1,-0.6151119063801372,-1.910334241764774
0,0,0,0,0,1,0,0,1,1,0,0,0.32392039692350966,-1.048177269236809
0,1,0,0,0,0,1,0,1,0,0,1,-1.3805283239390425,-1.4020655184439936
0,0,0,0,0,1,1,0,1,1,0,1,0.9433957909574484,0.709657828300695
0,0,0,0,0,1,1,0,1,1,0,1,0.5265703908281801,0.5844226935519985
0,1,0,0,0,1,0,0,1,1,0,0,0.663094951133718,-1.909682410415584
0,0,0,1,1,1,1,0,1,1,0,1,1.8284817809525689,0.3367746457657679
0,0,0,0,0,1,1,0,0,0,0,1,-1.5280544679867156,0.9708123802678719
0,1,0,0,0,1,1,0,0,1,0,1,0.11418846232118997,-1.0349598997218175
0,0,0,0,0,1,1,0,0,1,0,1,0.45855437873132704,0.22550360145728546
0,0,1,0,0,1,1,0,1,1,0,0,-1.4300008656489176,0.49357060698629884
1,0,1,0,1,0,0,0,1,1,0,1,-0.46787840332388686,0.7200099860350113
0,0,0,0,1,1,1,0,0,1,0,0,1.6916648842778164,1.1774785045778686
0,0,0,0,0,0,1,0,1,0,0,0,-2.200085797493515,1.5942863166837389
0,0,0,0,0,1,1,0,1,1,0,0,-0.20997232534689292,0.34457251391346005
0,0,0,1,0,0,1,0,1,1,0,1,0.8960143453852684,-1.2585500512269847
0,1,1,0,0,1,1,0,1,1,0,1,0.45531637851114765,0.2627221744290923
0,0,0,0,0,1,1,0,0,1,0,1,0.36494554402569573,0.5244087465069345
0,0,0,0,0,1,1,0,1,1,0,1,1.0501212043957209,0.20846643818570776
0,0,0,0,0,1,1,0,1,1,0,0,-0.7070065822369819,-0.6215963087710161
0,0,0,0,1,0,0,0,1,1,0,1,-0.7147949293840605,0.5514475366090844
0,1,0,0,1,0,1,0,1,1,0,1,0.2573333004283228,-0.5651922005870843
0,1,0,0,0,0,1,0,1,1,0,0,-0.6305701549123957,-0.5593866505663008
0,0,0,0,0,0,1,0,1,0,0,1,0.6094765217488377,2.249872252977521
0,0,0,0,1,0,0,0,0,1,0,0,0.3065800528243911,-0.17695728298734464
0,0,0,0,0,1,0,0,0,1,0,0,0.4467261997119997,-0.857393776733473
0,0,0,0,1,1,1,0,1,0,0,1,-0.865686759810626,-0.9791532847839094
0,0,0,0,0,1,1,0,1,1,0,1,-2.1589677620694756,0.26498476734784454
0,0,0,0,0,0,1,0,1,0,0,0,0.8215774885259414,-0.12932151399096456
0,0,0,0,0,0,1,0,0,0,0,1,0.3108421302797715,-1.0794376092781786
0,0,0,0,0,0,1,0,0,1,0,0,-1.7786355612614946,-0.132362401638826
0,1,0,0,0,0,1,0,1,1,0,1,-0.07719815493232021,0.5999403626894069
0,0,0,1,0,1,1,0,0,1,0,0,-1.1483307601689183,-0.4404853278826554
0,0,1,0,0,0,1,0,0,1,0,0,0.3011062699423391,-0.4711013766143657
0,0,0,1,1,1,1,0,1,1,0,0,-0.10766289801511336,0.6759194106790186
0,0,0,0,0,1,1,0,1,1,0,1,-0.2907599633911922,0.4265214771375557
1,0,0,0,1,1,1,0,0,1,0,0,1.4188881756202052,-2.0118529043791744
0,0,0,0,0,0,1,0,1,1,0,0,0.18633617584918893,-0.05384427412115531
0,0,0,1,0,1,1,0,0,0,0,0,-1.5476096994730735,1.0170609049318982
0,0,0,0,0,1,1,0,1,1,0,0,0.8814063532120058,-0.6262630592000473
0,0,0,0,0,0,1,0,1,1,0,0,0.3830911235419071,3.0252620202479223e-06
0,1,0,0,0,1,0,0,1,1,0,0,0.6563310492491011,1.082943174042212
0,0,0,0,1,1,1,0,1,1,0,0,0.8910547212800182,0.015326438957665119
0,0,0,0,1,0,0,0,0,1,0,1,1.9744043356229195,0.6225807235488132
0,1,0,0,0,0,1,0,1,1,0,0,-0.3396701808115864,-0.0585223279101624
0,0,0,0,0,0,1,0,1,1,0,1,-0.10179863467479178,0.5326992344513632
0,1,0,0,0,1,1,0,0,1,0,0,-0.7223911946748042,1.0923788737225302
0,0,1,0,0,0,1,0,1,0,0,0,-0.6908558873905948,1.1560088248077147
0,0,0,0,0,1,1,0,1,1,0,0,0.34736728719147897,0.7533020009819474
0,0,1,0,1,0,1,0,1,1,0,0,1.7611568410087646,-1.8675678866298528
0,0,0,0,0,1,0,0,1,1,0,1,1.0244173270277284,0.10671512211309533
0,0,0,1,0,1,1,0,1,1,0,0,-0.23970606332822628,0.15942385644273205
0,0,0,1,0,1,1,0,1,1,0,0,-0.2798904977745076,0.5927126977272654
0,1,0,0,0,1,1,0,0,1,0,1,0.3095705106978434,1.5323564769497378
0,0,0,1,0,0,1,0,0,0,0,0,-0.12340660113663736,-0.2292642558519528
1,0,0,0,1,1,0,0,0,0,0,0,0.18491308413168395,0.33337014618978317
0,0,0,0,0,1,1,0,1,1,0,0,0.10271271576280205,-1.7493710203245962
0,0,0,1,1,0,0,0,1,1,0,0,0.018229001475956293,-0.35405213992480034
0,0,0,0,1,1,1,0,1,1,0,1,0.3368171086366004,-1.4219418034108633
0,0,0,0,0,1,1,0,0,1,0,1,1.1768261664465567,0.47848088975231895
0,0,0,0,0,1,1,0,1,1,0,1,-1.5253868749500261,0.6455276439758416
0,0,0,0,0,1,1,0,0,1,0,0,1.2612468557514707,-0.8343242242329337
0,0,0,0,1,1,0,0,1,0,0,1,0.2320153927365186,1.4196592352725397
0,0,0,0,0,0,1,0,0,1,0,0,1.9410758850896839,0.9236802246377992
0,0,0,0,0,1,1,0,1,1,0,0,1.4311330937531401,0.6129949648030937
0,0,0,0,1,1,1,0,1,1,0,1,0.9434879728737876,-1.0804313989350118
0,0,0,0,0,0,0,0,0,0,0,0,-0.7965046708388934,-0.6067247388943698
0,0,0,0,0,0,0,0,1,0,0,1,0.014030393081343327,-0.6136764269687115
0,0,0,0,0,0,1,0,1,1,0,0,-0.7491085063124618,-1.6594750669554459
0,0,0,0,0,1,1,0,1,0,0,1,0.409105237353536,1.2913293543259574
0,0,0,0,0,1,0,0,0,1,0,0,-0.5054167379648866,-0.06588639225606957
0,0,0,0,0,0,1,0,0,1,0,1,1.0392959844991618,-0.050300476529272
0,0,0,1,1,0,0,0,1,1,0,1,-0.5061037760085888,-0.29537649246295306
1,1,0,1,1,0,1,0,1,1,0,1,0.3478381313531315,-0.6233631277939452
0,0,0,1,1,1,1,0,1,1,0,0,-1.8788677652804144,0.8893758175109536
1,1,0,1,1,0,0,0,1,0,0,1,-0.1552814745995905,0.5973919870565838
0,0,0,0,0,1,0,0,0,1,0,0,0.8667026660225607,1.5326453425496704
0,0,0,0,1,1,1,0,1,1,0,0,0.7005387145978503,-0.11425519444377354
0,0,0,0,0,0,1,0,0,1,0,1,-1.0075730016758904,-0.41562179515541614
0,0,0,0,0,0,1,0,1,0,0,1,-0.30379678461832194,0.7200609780637843
0,0,0,0,0,1,0,0,0,0,0,1,0.4676571756780957,-0.8141096850186379
0,0,0,0,0,0,0,0,0,1,0,1,0.028078274157287104,0.49964790397522707
0,1,0,1,1,1,1,0,1,1,0,0,1.1080173484617457,1.2281542993216987
0,0,1,0,0,1,1,0,1,1,0,1,-0.5180145054023368,-0.7779046042966072
0,0,0,0,0,1,1,0,1,1,0,1,-0.25279742449328996,1.3290763008016935
0,0,0,1,0,0,1,0,1,1,0,1,0.24622114185162863,0.17077093447315395
0,0,0,0,1,0,0,0,1,1,0,0,-0.10205652274421904,0.7027547084261944
0,0,0,0,1,1,0,0,0,1,0,1,-0.4806146230895278,-0.6745293859351419
0,1,0,0,0,1,0,0,1,1,0,0,-0.47908448421525407,0.7418148507745239
0,0,0,0,0,1,1,0,0,1,0,1,1.2123280772607727,0.15466363938584157
0,0,0,0,0,1,0,0,1,1,0,1,2.3773788653922696,1.1356131214843963
0,0,0,0,0,1,0,0,1,1,0,1,0.9272601297004265,-0.4566098763275689
0,1,0,0,0,0,1,0,1,1,0,0,1.6522888736486774,0.6255477407353901
0,0,0,0,0,0,0,0,0,1,0,1,0.16411560024769492,0.2221479692130165
0,0,0,0,0,1,1,0,0,1,0,1,0.6691549093540066,-0.20244013723083817
0,0,0,0,1,1,1,0,0,1,0,0,-0.3329388304960835,-0.16484921674387956
0,1,0,0,0,1,1,0,0,1,0,1,-0.8790489366812302,0.81878752422789
0,0,0,1,0,0,0,0,0,1,0,0,-1.850805509734832,0.5071479513899773
0,0,0,0,0,1,1,0,1,1,0,1,-0.9955441363306928,-0.4060903605508084
0,1,0,0,0,0,0,0,1,0,0,1,0.27473627174270365,-0.6455762228899288
0,0,0,0,1,0,1,0,1,1,0,1,0.4358647528015737,-0.2750982251555385
0,0,0,0,0,0,1,0,0,1,0,1,1.5105281846719512,0.8737460262517215
0,0,0,0,1,1,1,0,1,1,0,1,0.4485338652226938,-2.821424864202962
0,1,0,0,1,0,1,0,0,1,0,0,0.36752314684852183,-1.1507950429585547
0,0,0,0,1,1,1,0,0,1,0,1,-0.037477955583791536,-0.009389488871902135
0,0,0,1,0,1,1,0,0,1,0,0,-1.078316472626559,0.48616824158161276
1,0,0,0,0,0,1,0,1,0,0,0,0.6627189953627316,0.86865016586048
0,1,0,1,1,0,1,0,1,1,0,0,0.4767341941886859,-2.3180058371566212
0,0,1,0,1,1,1,0,1,1,0,0,-0.16584796791667844,0.679162351215049
0,0,0,0,0,1,1,0,0,1,0,1,1.7132460854596805,1.2455304672956982
0,0,0,0,0,1,1,0,0,1,0,0,-1.4770976936341353,0.5587388555118427
0,0,0,0,1,0,1,0,1,1,0,1,0.8010189839451052,0.5354798173879397
0,0,0,0,0,0,0,0,1,1,0,1,-1.5755132606694657,-1.2247999906903015
0,0,0,1,1,1,1,0,1,0,0,0,-0.5089143538070454,-0.25324158876375236
0,1,0,0,0,1,1,0,1,0,0,1,-0.3023070204896929,-0.3987043276416959
0,0,0,0,1,0,1,0,1,1,0,1,1.234651013241123,-0.43956093258418777
0,0,0,1,0,0,0,0,0,1,0,0,1.1128442955809001,0.36044882571523307
0,0,0,0,0,1,0,0,1,1,0,0,-0.1683534995129589,1.2109142950728913
0,0,0,0,0,0,1,0,1,1,0,1,-1.8999508750506868,-1.1749690973181495
0,0,0,1,1,1,1,0,0,1,0,1,-0.6880908117488153,0.7034472269727718
1,0,0,0,0,1,1,0,0,1,0,1,-1.3097940001599886,0.8860229241534442
0,0,0,0,1,0,1,0,0,0,0,0,1.1131041644059543,1.0831982711042938
1,1,1,0,0,1,0,0,1,1,0,1,1.7238282063017671,0.1605025028509228
0,0,0,1,1,0,1,0,0,1,0,1,0.17630466599737932,-0.2579536038332917
0,0,0,0,0,0,1,0,0,1,0,1,0.9569331710884124,-0.16002772691253028
0,0,0,0,0,1,1,0,0,0,0,1,-0.7309353747309391,-0.2838040571663251
0,0,0,0,0,1,1,0,1,1,0,0,0.12424390903561318,-0.282481947702493
0,1,0,0,1,1,0,0,0,1,0,1,-1.0128596015340494,-1.2404098557491938
0,0,0,1,0,1,0,0,1,0,0,1,0.6211608755388638,-1.0600957086487577
0,0,0,1,0,1,1,0,1,0,0,0,0.5010165650722099,1.1971992357417744
1,0,0,0,1,1,1,0,0,1,0,1,-0.28279317809694865,1.3710844773039537
0,0,0,0,0,1,1,0,1,1,0,1,0.25316872252442774,-0.008588010738944845
0,0,0,0,0,1,1,0,0,0,0,0,1.0511009044214983,0.6352304776148087
0,1,0,0,0,1,1,0,0,1,0,1,-0.07855576407364157,-0.025088316984966764
0,0,0,0,1,1,1,0,1,1,0,1,-0.6069120990714477,0.6599097730522233
0,0,0,0,1,1,1,0,1,1,0,0,0.636991268104789,0.6224478583618532
0,0,0,0,0,0,1,0,1,0,0,1,1.6454206670256444,0.9919779236197498
0,0,0,0,0,1,1,0,0,1,0,1,-0.37603304062029996,-0.22073738773841678
0,0,0,0,0,0,0,0,0,1,0,1,-1.615210903566491,0.0974478961889839
0,0,0,0,0,0,1,0,1,0,0,0,-0.9389892785591568,-0.3203072600634795
0,0,0,0,0,1,1,0,1,1,0,0,-0.35774844357275887,-0.0783193869909717
0,0,0,0,0,0,0,0,1,1,0,0,1.08502490916698,-1.2896225029320068
0,0,0,0,0,1,1,0,1,1,0,0,-0.017017904020290114,-0.9214890980387024
1,0,0,0,0,0,1,0,1,1,0,0,0.5922766241909729,0.8961609471096
0,0,0,0,1,1,1,0,1,1,0,0,-0.5478863275854221,0.13341900148812338
0,0,1,1,0,1,1,0,1,1,0,1,0.08880254344280587,-2.2233163803331073
0,0,0,1,0,1,1,0,1,1,0,1,-1.1853484942284696,-0.34126931484843964
0,0,0,0,0,1,1,0,1,1,0,1,0.011655865774348621,1.3621916358595576
0,0,0,0,1,1,1,0,1,1,0,1,0.5899457394655071,0.20920609063579165
0,0,0,0,0,0,1,0,1,1,0,0,0.35219603731066695,-3.0542489287289847
0,0,0,0,1,0,1,0,1,1,0,0,-0.026727360498447365,1.3186923488493576
0,0,0,0,1,1,1,0,1,1,0,1,-0.616223591413771,-0.12285693299446962
0,0,0,1,0,1,1,0,1,1,0,0,0.02653805417254435,-2.170868231451119
0,0,0,1,1,1,1,0,0,1,0,1,0.3761133626423537,-0.4900517040973822
0,0,0,0,0,1,1,0,0,1,0,1,2.3693868315472684,-0.8570063494542609
0,0,0,0,0,1,0,0,1,1,0,1,0.016589494568657142,-0.8309680858293759
0,0,0,0,0,1,0,0,1,1,0,0,1.7338334871743115,2.032526297802144
0,0,0,0,1,0,1,0,0,0,0,0,-1.777216803001788,0.4881854928012562
0,0,0,0,0,1,1,0,1,1,0,0,-1.1034231450311656,2.457019247712619
0,0,1,0,0,1,1,0,1,1,0,0,-0.30939356642517013,0.27332100596603665
0,0,0,0,1,0,1,0,1,1,0,0,2.500577468391702,-2.6351939096908827
0,1,0,0,0,0,0,0,0,1,0,0,1.6210968926714948,0.31453467614341474
1,1,1,0,0,1,1,0,1,1,0,0,1.3022896521589067,0.5821813858687339
0,0,0,0,0,0,1,0,1,0,0,1,-1.8615917959763497,-0.8945876844859824
1,0,0,0,0,1,0,0,0,0,0,1,-0.12907218313044438,-0.5261789040982395
0,0,0,0,1,0,0,0,1,1,0,0,-0.3585563044938984,0.07330801836460768
1,0,0,0,0,1,1,0,1,1,0,0,1.6372552425421791,0.5063221483716865
0,0,0,0,1,1,1,0,0,1,0,0,0.6954647032117999,0.9546599637999398
0,1,0,0,0,1,1,0,1,1,0,1,0.4308983771802216,1.576104943753475
0,1,0,0,0,0,0,0,0,1,0,1,-1.1206876454122665,-0.5679990288753398
0,0,0,1,0,0,1,0,0,1,0,0,2.6424413076569824,0.5571041111575965
0,0,0,0,0,1,1,0,1,0,0,0,1.4624323103810002,0.0731859300445714
0,0,0,0,0,1,1,0,1,1,0,0,-0.46868507776135576,-0.4018422387466934
0,1,0,0,0,0,0,0,1,0,0,0,-1.6090208264738972,-0.4440354586026506
0,0,0,0,1,0,1,0,0,1,0,1,2.1136371941928656,-0.38477921159554485
1,0,0,0,1,0,1,0,1,1,0,0,0.5880871215327003,0.5023233753505764
0,0,0,0,0,1,0,0,0,1,0,1,0.1491461583755361,1.4600656888799557
0,1,0,0,1,0,1,0,1,1,0,0,-2.781746282355472,0.43978831761216874
0,0,1,1,0,1,1,0,1,1,0,1,-0.7742324054010717,0.40279145652584664
0,0,0,0,0,1,1,0,1,1,0,1,-1.2750182348840267,-0.9594356765138269
0,1,0,1,1,0,0,0,0,1,0,1,-1.1096945154945042,0.015234218263440522
0,0,0,0,0,1,1,0,1,1,0,0,0.5855949520032367,-0.5419936140032492
0,0,0,0,0,1,1,0,1,1,0,1,-0.9119659624069861,0.425923184659553
0,0,0,0,0,0,1,0,0,1,0,1,-0.09132518668171376,0.9873106450888538
0,0,0,1,1,1,1,0,1,1,0,0,-0.9371849164561545,-1.2683538535151107
0,0,0,0,1,0,1,0,0,1,0,0,1.7779270181819553,0.2409153594343727
1,0,1,0,0,1,1,0,0,1,0,1,-0.20902496139400645,1.3996743381017263
0,0,0,0,1,0,1,0,1,1,0,0,-0.17558146403794256,-1.487520382689605
0,0,0,0,0,1,1,0,1,1,0,1,-0.09583063048430253,-0.908221253428976
0,1,0,0,0,0,1,0,0,1,0,1,-0.1653393939907282,-0.8709395510191027
0,0,1,1,0,0,1,0,0,1,0,0,1.4580521999376366,1.0095867075328138
0,0,0,0,0,0,1,0,1,0,0,1,0.5367315940332192,-0.6678669848324837
0,0,1,0,1,1,1,0,1,1,0,1,-1.6346976860138314,0.0949543440449351
0,0,0,0,0,1,0,0,1,1,0,0,0.36839050201412976,-1.8397211355069407
0,1,0,0,0,0,1,0,0,0,0,1,-1.0107634102287266,0.9826732717731465
0,0,1,0,0,1,1,0,1,1,0,0,-1.4179355155580333,-1.2807936364651156
0,0,0,0,0,0,1,0,1,0,0,0,0.3264926775565641,2.3493995775800496
0,0,0,0,0,1,0,0,1,1,0,1,-0.9041714802211906,-0.5428378011280937
0,1,1,0,0,0,1,0,0,1,0,1,0.07472468182387416,-0.6769799551391208
0,0,0,0,0,0,1,0,1,0,0,1,0.5887489932144274,3.037554465822657
0,0,0,1,0,1,1,0,0,1,0,1,-1.8715869121587134,-0.08764208762591469
0,0,0,0,1,1,1,0,1,1,0,1,2.6547892954830448,0.016027324500209158
0,0,0,0,1,1,1,0,1,1,0,1,-0.5015495589641902,-0.35089213987172624
0,1,0,0,1,1,1,0,1,1,0,1,1.147925527470345,0.813767097305279
0,0,0,0,0,1,1,0,1,1,0,1,-0.9657744933483496,1.2363150330593862
0,0,0,0,0,1,0,0,1,0,0,1,-0.27922653169860623,-1.3099177859445081
0,0,0,0,0,1,1,0,1,1,0,0,0.08619487989979144,-0.5855270625303269
0,0,0,0,0,1,1,0,0,1,0,0,-2.1297116642090343,-1.193598654367926
0,0,1,0,0,1,1,0,1,1,0,0,-0.7719932146221922,-1.30443871109425
0,0,0,0,0,1,1,0,0,1,0,1,-1.5306121014644758,0.3218998328002836
0,0,0,1,1,0,1,0,1,1,0,1,-0.13133621067113624,-2.378026565590776
0,0,0,0,0,0,0,0,1,1,0,1,5.248065931514896e-05,-1.1230073742577757
0,0,0,0,0,0,1,0,1,1,0,0,1.4964115491062635,0.006785276520749746
0,0,0,0,0,1,1,0,1,1,0,1,0.5514353155398767,-0.8697275411797367
0,0,0,0,0,0,0,0,0,0,0,0,1.305309984761529,1.0565410301473157
0,1,0,1,0,0,1,0,0,1,0,1,-0.7745369388310098,-0.9545195021840132
0,0,0,0,1,1,1,0,0,1,0,1,-0.9529612703559952,-0.3195268645736824
0,0,0,1,1,1,1,0,0,1,0,0,0.5176298579141158,1.1584436141137346
0,0,0,0,1,1,1,0,0,1,0,1,-0.8674012806898292,1.1385412137872266
0,0,0,0,1,1,0,0,0,1,0,1,0.6762984357438107,0.6433631481923424
0,0,0,0,0,1,0,0,1,0,0,1,0.7997756710144607,0.2622250908525072
0,0,0,0,1,0,1,0,0,1,0,0,-1.5099645245474025,-0.2073175808346107
0,0,0,0,0,0,1,0,0,1,0,0,0.17709557943911355,-2.3464930017251637
0,0,0,1,0,1,1,0,0,0,0,1,-0.684712110761512,-0.42757057462016207
0,0,0,0,0,0,1,0,1,1,0,1,-0.085147577865772,2.571179333484223
0,0,0,0,0,1,1,0,1,1,0,1,-2.0938040853800257,0.19291503439548593
0,0,0,0,0,0,1,0,0,1,0,0,0.8267889346171264,-0.123178970218525
0,0,0,0,1,1,1,0,0,1,0,1,-0.955250017821516,0.3689828526893808
0,0,0,0,0,0,1,0,0,1,0,1,-0.10447724103721352,-1.5194811519237101
0,0,0,0,0,0,1,0,0,1,0,1,-0.9156137007856382,0.6905798980825255
0,0,0,0,1,1,1,0,0,1,0,1,-0.2731677862265507,0.23772801009395256
0,0,1,0,0,1,1,0,1,1,0,1,0.163569185754578,0.7093144908864638
0,0,0,0,1,1,0,0,1,0,0,1,0.500397079507937,0.3404984814587527
0,1,0,0,1,1,0,0,1,1,0,0,0.4130937452821987,-0.4568316353864569
0,0,0,0,0,1,1,0,0,1,0,0,-0.7333547925598495,1.5603253330117
0,1,0,0,0,1,1,0,1,1,0,1,0.03801111802152667,0.9749188900262271
0,0,0,0,1,1,1,0,1,1,0,0,-1.4933320395665752,0.8178754914591737
0,0,0,1,0,1,1,0,1,1,0,0,0.7870437050687465,1.7759381062570467
0,1,0,0,0,0,0,0,1,0,0,0,0.12067889358360444,-0.10729792307695088
0,1,0,0,0,0,1,0,0,0,0,1,1.0685273690697576,-2.7740132559917905
0,1,0,0,0,1,1,0,1,1,0,1,-1.0657406488196133,-0.4148155543706121
0,0,1,0,0,1,0,0,1,0,0,1,0.7390612086946761,-0.749338239821725
0,0,0,0,0,1,1,0,1,1,0,0,-1.2579754788751063,0.22343767985048976
0,0,0,0,0,0,1,0,1,0,0,1,-0.363548208860191,0.2641251430894996
0,0,0,1,1,1,1,0,1,1,0,0,0.8726140058570352,0.09794136684581968
0,0,0,0,0,1,1,0,1,1,0,0,-0.6207070769542959,0.7995950812351034
0,1,0,1,0,0,1,0,1,1,0,1,-1.3508995312977607,0.43517514048080547
0,0,0,0,0,1,1,0,1,0,0,0,-1.337689376425541,-1.474538166339266
0,0,0,0,0,1,0,0,1,1,0,0,-1.4666386699747882,0.1084445173938362
0,0,0,0,0,0,1,0,1,1,0,1,-0.7109085933945375,-0.3342571227157905
0,1,0,0,0,1,1,0,1,1,0,0,-1.1714200206566368,0.32790149397054896
1,0,0,0,0,1,1,0,1,1,0,1,-0.765775863041993,0.02131138897435269
0,0,0,0,1,0,1,0,1,1,0,0,-0.7493995358342307,-0.748811728304151
1,0,0,0,0,0,1,0,0,1,0,1,0.16600990641824362,0.8859970219432901
0,0,1,0,0,0,1,0,0,1,0,0,-0.9360625924616032,-0.09245735437805723
0,0,0,0,1,0,1,0,0,1,0,1,-0.719831811230885,-2.18755204955413
0,0,0,0,0,0,0,0,1,1,0,0,-0.44998185390230633,-0.2994753474188369
0,1,0,0,1,1,1,0,1,1,0,1,-0.886823648688267,1.067591796223712
0,0,0,1,1,1,1,0,1,1,0,0,-0.06525486841520259,0.22424054378833166
0,0,0,0,1,1,1,0,0,1,0,0,0.25760093382108223,0.6194828747025944
0,0,1,0,0,0,1,0,1,1,0,0,-0.013775580831963676,1.282054848792306
0,0,0,0,1,1,1,0,1,1,0,1,-0.09298517116468855,2.0915415530626236
0,0,0,0,0,1,1,0,1,1,0,1,-0.12190100951308842,0.6650774238052963
0,0,0,0,0,1,1,0,0,1,0,1,-1.7453622732722918,-0.2596722388003635
0,0,0,0,1,1,1,0,1,1,0,0,-0.8606197687542877,2.269329313643796
0,0,0,1,0,1,1,0,0,1,0,1,-0.4679963351373237,1.5412779926910178
0,0,0,0,1,1,1,0,1,1,0,1,-0.06712748838624114,-0.378480018621367
0,0,0,0,0,1,1,0,1,1,0,0,-1.8722434963018446,-0.293072354219381
0,0,0,0,0,0,1,0,0,1,0,1,0.2788599231907011,-0.13005623718143255
1,0,0,0,1,1,1,0,0,0,0,0,0.8547193447902947,1.0442440374427862
0,0,1,0,0,0,1,0,0,1,0,1,-0.33494508724819627,-2.176585870480052
0,1,0,1,0,0,1,0,1,1,0,1,-1.1450742301908838,-1.2828864524660486
0,1,0,0,0,0,1,0,1,1,0,1,0.9145075336154376,-0.4546658376244678
0,0,0,0,1,1,1,0,1,1,0,1,-0.5389243060709105,-1.2544768978830454
0,0,0,0,0,0,0,0,1,1,0,1,-0.44369854131773534,-0.24784529191987012
0,0,0,1,0,0,0,0,1,1,0,0,-0.8045160302986055,-0.3485568999605797
0,0,0,0,1,1,1,0,0,1,0,0,-0.5014548183472469,-0.5378267300563002
1,0,0,0,1,1,1,0,1,0,0,0,-0.5110156946612351,-0.3822360891602251
0,0,1,0,0,1,0,0,0,1,0,1,0.37747012437785205,-0.3114414146664671
0,1,0,0,0,0,1,0,0,1,0,1,-0.7427372878497669,0.12711926175489438
0,1,0,0,1,0,1,0,0,1,0,1,-0.32285181235675714,-0.42096603604077293
0,0,1,1,0,1,0,0,0,1,0,0,0.15549192204282544,0.40134767490073314
0,0,1,0,0,1,1,0,1,1,0,1,0.7529995925242988,1.412516574542025
0,0,0,0,0,0,0,0,1,1,0,1,-0.4039709530417335,1.024109907580989
0,0,0,0,1,1,1,0,1,1,0,0,1.298907893710383,-0.060316326118953524
0,0,0,0,0,0,1,0,0,1,0,0,0.977267938830512,-0.5956577269473531
0,0,0,0,0,0,1,0,1,1,0,1,-0.07387011970903766,-0.34169245196412235
0,0,0,0,1,1,1,0,0,1,0,1,-0.6695106867091261,-1.112174506377609
0,0,0,1,0,1,1,0,1,1,0,0,0.028455059260810617,0.1637427458438746
0,1,0,1,1,0,1,0,0,1,0,0,0.061582924478160314,0.11541175479018778
0,0,0,0,0,1,1,0,1,1,0,1,0.2708513516729988,2.27118868472097
0,0,0,0,0,0,0,0,1,1,0,0,-0.3398445662353639,-1.2978600165611691
0,1,0,0,1,1,1,0,0,1,0,1,1.2892287113655903,1.1013749238378265
0,0,0,0,0,1,0,0,1,1,0,0,0.8277324574957845,0.48319469059524767
1,0,0,0,0,0,1,0,1,1,0,0,1.7608322269258112,0.946684015178652
0,0,0,1,1,1,1,0,1,0,0,0,1.451544126058416,0.23423424000365728
0,1,0,0,0,1,0,0,1,1,0,1,-0.5617295726222693,-0.3250477967643167
0,0,0,0,1,0,1,0,0,1,0,1,1.9843533855591844,-0.002091225039206623
0,0,0,0,0,1,1,0,0,0,0,0,1.018269183675562,1.590440954923083
0,0,0,1,0,1,1,0,1,1,0,0,-0.10473655157252394,-0.7805004256213238
0,0,0,0,0,1,1,0,0,1,0,0,0.7317842396680454,-0.9905262913012408
0,1,0,0,1,1,0,0,1,0,0,0,-0.04426636070533608,0.22790143777076483
0,0,1,1,0,0,1,0,1,1,0,0,-1.5357781978171108,1.5651552461860547
0,1,0,1,0,0,1,0,1,1,0,0,1.3137356150997113,-1.226673426992549
